word,answer
anxiwaty,anxiety
anything,anything
aoskksks,hahaha
apakabar,apa kabar
aplikasi,aplikasi
aranyaka,aranyaka
artisnya,artisnya
asingkan,asingkan
aslamnya,asam lambungnya
assalamu,assalamu
attached,attached
audience,audience
autistic,autistic
autoimun,autoimun
avoidant,avoidant
ayangnya,anjing
badannya,badannya
bagaikan,bagaikan
bagaimna,bagaimana
bagusnya,bagusnya
bajingan,bajingan
balesnya,bales
baliknya,baliknya
banggain,banggain
bangkrut,bangkrut
bangunan,bangunan
bangunin,bangun
banyakan,banyak
banyakin,banyak
bapaknya,bapak
barengan,barengan
basicnya,basic
batasnya,batasnya
batuknya,batuk
bawaanya,bawaan
bawahnya,bawah
bawannya,bawaan
bayangan,bayangan
bayangin,bayangin
bayarnya,bayarnya
beasiswa,beasiswa
bebannya,beban
bebaskan,bebaskan
beberapa,beberapa
bebersih,bersih
becoming,menjadi
begadang,begadang
beginian,beginian
begituan,begituan
behavior,perilaku
belakang,belakang
belalang,belalang
belenggu,belenggu
bencinya,bencinya
benernya,benarnya
bentaran,bentaran
bentukan,bentukan
berakhir,berakhir
beraniin,berani
beranjak,dewasa
berantem,berantem
beratnya,berat
berbagai,beragam
berbakti,berbakti
berbenah,berbenah
berbulan,berbulan
berbunga,kangen
bercanda,bercanda
bercerai,broken home
bercinta,bercinta
berdamai,berdamai
berdarah,berdarah
berdebar,berdebar
berdebat,berdebat
berdegub,berdegub
berdegup,berdegup
berdetak,berdetak
berduaan,berduaan
berenang,berenang
berfikir,berpikir
berganti,berganti
bergelut,bergelut
bergerak,bergerak
bergetar,bergetar
berharap,berharap
berharga,berharga
berhasil,berhasil
berhenti,berhenti
berimbas,berimbas
beritahu,beri tahu
berjalan,berjalan
berjanji,berjanji
berjarak,berjarak
berjemur,berjemur
berjodoh,berjodoh
berjuang,berjuang
berkarat,berkarat
berkarir,berkarir
berkarya,berkarya
berkedok,berkedok
berkeluh,keluh kesah
berkenan,berkenan
berkerja,bekerja
berkesan,berkesan
berkuasa,berkuasa
berkutat,berkutat
berlarut,berlarut
berlatih,berlatih
berlebih,kecemasan
bermimpi,bermimpi
bernafas,bernafas
bernapas,bernapas
bernilai,bernilai
bernyawa,bernyawa
berontak,berontak
beropini,beropini
berperan,berperan
berpihak,berpihak
berpikir,berpikir
berpisah,berpisah
berpuluh,berpuluh
berputar,berputar
bersabar,bersabar
bersalah,bersalah
bersalin,bersalin
bersama-,bersama
bersedia,bersedia
bersedih,bersedih
bersifat,bahagia
bersihin,bersihin
bersikap,bersikap
bersinar,bersinar
bersuami,berjuang
bersuara,bersuara
bersujud,bersujud
bersukur,bersyukur
bertahan,bertahan
bertahun,bertahun
bertanya,bertanya
berteman,berteman
bertobat,bertobat
bertukar,bertukar
berturut,berturut
berubah-,berubah
berujung,berujung
berulang,berulang
berusaha,berusaha
bervalue,bervalue
berwujud,berwujud
besoknya,besoknya
bgaimana,bagaimana
biasalah,biasa
biasanya,biasanya
biayanya,biayanya
bigbands,bigbands
bilangin,bilang
binatang,binatang
binggung,bingung
bintitan,bintitan
birthday,birthday
bisa2nya,bisa
bisajadi,bisa jadi
bjingaan,bjingaan
bnyak2in,banyak
bodoamat,bodoamat
bohongin,bohongin
bolehkah,bolehkah
bolehkan,bolehkan
bookmark,bookmark
branding,branding
breakout,breakout
brengsek,brengsek
brkurang,berkurang
brondong,brondong
browsing,browsing
brsyukur,bersyukur
brtambah,bertambah
building,bulding
bujangan,bujangan
bukankah,bukankah
bukanlah,bukanlah
bukannya,bukannya
buktikan,buktikan
buktinya,bukti
bullshit,bullshit
bullying,bullying
bumerang,bumerang
bunyinya,bunyinya
buruknya,buruk
busetdah,buset
business,business 
busuknya,busuknya
butuhkan,butuhkan
butuhnya,butuh
bwaannya,bawaannya
caffeine,caffeine
calmness,calmness
campaign,campaign
campuran,campuran
canggung,canggung
cantumin,cantumin
cape-nya,lelahnya
capeknya,lelahnya
capereek,lelah banget
caperio0,<noise>
capslock,capslock
casually,casually
catering,catering
cawapres,cawapres
cekek-eh,cekek
cemasnya,cemas
cenayang,cenayang
centered,centered
centeri-,centeri 
ceritain,ceritakan
ceritaku,ceritaku
ceritamu,ceritamu
ceweknya,ceweknya
changing,changing
chatting,chatting
cheating,cheating
cheerful,cheerful
chiinese,chinese
children,children
chitanda,chitanda
cinta2an,cinta-cintaan
cintanya,cintanya
ciri2nya,ciri-cirinya
claiming,claiming
cleaning,cleaning
closeted,closeted
cocoknya,cocoknya
cocyotqu,cuitanku
coldplay,coldplay
comeback,comeback
comorbid,comorbid
confused,confused
congrats,congrats
consider,consider
constant,constant
covernya,covernya
covid-19,covid-19
cowoknya,cowoknya
creeping,creeping
cukuplah,cukuplah
curhatan,curhatan
curhatin,curhatkan
curigaan,curigaan
customer,customer
d29ot6t7,<noise>
dagangan,dagangan
dalamnya,dalamnya
dalemnya,dalamnya
dapatkan,dapatkan
dapatnya,dapatnya
dapetnya,dapatnya
darimana,dari mana
daripada,daripada
daritadi,dari tadi
dasarnya,dasarnya
datengin,mendatangi
daughter,daughter
deactive,deactive
deadline,deadline
decision,decision
deeptalk,deeptalk
defensif,defensif
definisi,definisi
degdegan,deg-degan
deketnya,dekatnya
delivery,delivery
demikian,demikian
dempetan,dempetan
dendamku,dendamku
denganku,denganku
denganmu,denganmu
dengarin,dengarkan
dengerin,dengarkan
depannya,depannya
depresan,depresan
depresit,depresi
depresot,depresi
depressi,depresi
deprived,deprived
derastis,drastis
describe,describe
desember,desember
despresi,depresi
detached,detached
detaknya,detaknya
di-bully,di-bully
di-judge,di-judge
diabetes,diabetes
diagnosa,diagnosis
diagnose,diagnosis
diajakin,diajak
diajarin,diajari
diakhiri,diakhiri
diaknosa,diagnosis
dianggap,dianggap
dianggep,dianggap
diangkat,diangkat
diantara,di antara
diapa2in,diapa-apakan
diarahin,diarahkan
dibagian,di bagian
dibantai,dibantai
dibeliin,dibelikan
dibentak,dibentak
dibiarin,dibiarkan
dibilang,dibilang
diblokir,diblokir
dibnding,dibanding
dicampur,dicampur
dicariin,dicarikan
dicintai,dicintai
dicolong,dicuri
dicuekin,diabaikan
didengar,didengar
didenger,didengar
didiemin,didiamkan
didukung,didukung
difitnah,difitnah
difotoin,difotokan
diganggu,diganggu
diginiin,dibeginikan
digituin,dibegitukan
dihadapi,dihadapi
dihakimi,dihakimi
dihantam,dihantam
dihantui,dihantui
dihargai,dihargai
diikutin,diikuti
dijadiin,dijadikan
dijagain,dijaga
dijahati,dijahati
dijalani,dijalani
dijauhin,dijauhi
dijualin,dijualkan
dikabari,dikabari
dikamera,di kamera
dikampus,di kampus
dikantor,di kantor
dikatain,dikatai
dikekang,dikekang
dikepala,di kepala
dikitlah,sedikitlah
dilakuin,dilakukan
dilarang,dilarang
diliatin,dilihat
dilupain,dilupakan
dimaafin,dimaafkan
dimainin,dimainkan
dimaksud,dimaksud
dimarahi,dimarahi
dimatiin,dimatikan
dimiliki,dimiliki
dinaikan,dinaikkan
dinamika,dinamika
diniatin,diniatkan
diobatin,diobati
diomelin,diomeli
dipahami,dipahami
dipakein,dipakaikan
dipantau,dipantau
dipegang,dipegang
dipendam,dipendam
dipendem,dipendam
dipengen,diinginkan
dipenuhi,dipenuhi
dipimpin,dipimpin
dipindah,dipindah
diposisi,di posisi
dipotong,dipotong
dipublik,di publik
dipukpuk,dipuk-puk
dirasain,dirasakan
directly,directly
direspon,direspons
direstui,direstui
direvisi,direvisi
disadari,disadari
disakiti,disakiti
disangka,disangka
disantet,disantet
disayang,disayang
disentil,disentil
disentri,disentri
diserang,diserang
disertai,disertai
disetiap,di setiap
disimpen,disimpan
disindir,disindir
disiplin,disiplin
disorder,disorder
disosmed,di sosmed
distimia,distimia
distract,distract
ditambah,ditambah
ditampar,ditampar
ditangan,di tangan
ditelfon,ditelepon
ditelpon,ditelepon
ditembak,ditembak
ditempat,di tempat
ditengah,di tengah
diterima,diterima
ditindas,ditindas
ditolong,ditolong
ditonton,ditonton
ditrobos,diterobos
ditunggu,ditunggu
dituntun,dituntun
dituntut,dituntut
diucapin,diucapkan
diudahin,disudahi
diumumin,diumumkan
diundang,diundang
diurusin,diurusi
dokterku,dokterku
dopamine,dopamine
dorongan,dorongan
dosennya,dosennya
dosisnya,dosisnya
download,download
draining,draining
drakoran,drakoran
dramatic,dramatic
dreadful,dreadful
dreamies,dreamies
dukungan,dukungan
dunianya,dunianya
duolingo,duolingo
dyslexia,dyslexia
dzolimin,menzalimi
e-sports,e-sports
earphone,earphone
ekspresi,ekspresi
eligible,eligible
emangnya,memangnya
emosinya,emosinya
emotions,emotions
energiku,energiku
enggatau,tidak tahu
entahlah,entahlah
entering,entering
entrance,entrance
epilepsi,epilepsi
episodes,episodes
escapism,escapism
euphoria,euphoria
evaluasi,evaluasi
everyday,everyday
everyone,everyone
exchange,exchange
expected,expected
faktanya,faktanya
fakultas,fakultas
familiar,familiar
fastresp,fastresp
favorite,favorite
februari,februari
feedback,feedback
feelings,feelings
feelinhg,feeling
festival,festival
fighting,fighting
fikirkan,pikirkan
finished,finished
fisiknya,fisiknya
fixation,fixation
flow-nya,flow-nya
focusing,focusing
fokusnya,fokusnya
follower,follower
freaking,freaking
freebies,freebies
friendly,friendly
frustasi,frustrasi
ful-time,full-time
fulltime,fulltime
function,function
fypreels,fypreels
gaberani,tidak berani
gabungan,gabungan
gaenakan,tidak enakan
gagalnya,gagalnya
gakaruan,tidak karuan
gakjelas,tidak jelas
galaunya,galaunya
gambaran,gambaran
gamon-in,gamon-in
gangerti,tidak mengerti
gangguan,gangguan
gangguin,mengganggu
gantinya,gantinya
ganyaman,tidak nyaman
gapantes,tidak pantas
gapengen,tidak ingin
gapernah,tidak pernah
garagara,gara-gara
gasesuai,tidak sesuai
gaslight,gaslight
gataunya,tidak tahunya
gatenang,tidak tenang
gebrakan,gebrakan
gembokan,gembokan
generasi,generasi
gengsian,gengsian
genocide,genocide
genosida,genosida
getahnya,getahnya
ghibahin,menggibahkan
ghosting,ghosting
gimanasi,bagaimana sih
giveaway,giveaway
god-mode,god-mode
golongan,golongan
gondrong,gondrong
googling,googling
gorengan,gorengan
graduate,graduate
grateful,grateful
gratisan,gratisan
grieving,grieving
habis2an,habis-habisan
habisnya,habisnya
hadapkan,hadapkan
hadeeuuh,aduh
hahahaha,hahaha
hahahihi,hahaha
halangan,halangan
hamdalah,hamdalah
hancuran,hancuran
hancurin,hancurkan
hanyai60,hanya 60
hanyalah,hanyalah
happened,happened
happiest,happiest
happynya,happynya
harapkan,harapkan
harganya,harganya
harmonis,harmonis
hartanya,hartanya
haruskah,haruskah
harusnya,harusnya
hasilnya,hasilnya
headache,headache
heartles,heartless
hebatnya,hebatnya
heeseung,heeseung
hehehehe,hehehehe
helpless,helpless
hentinya,hentinya
herannya,herannya
hidupdan,hidup dan
hidupnya,hidupnya
hilangin,hilangkan
himalaya,himalaya
hindarin,hindari
histeris,histeris
hitungan,hitungan
hoarding,hoarding
homeless,homeless
homesick,homesick
honestly,honestly
hopeless,hopeless
horrible,horrible
hospital,hospital
host-nya,host-nya
hubungan,hubungan
hubungin,hubungi
huhuhuhu,huhuhuhu
hujannya,hujannya
hukumnya,hukumnya
hurufnya,hurufnya
ignoring,ignoring
ikhlasin,ikhlaskan
ilang2an,hilang-hilangan
imbangin,imbangi
imbasnya,imbasnya
implusif,impulsif
impostor,impostor
impulsif,impulsif
inactive,inactive
indahnya,indahnya
indikasi,indikasi
individu,individu
inducing,inducing
industri,industri
inferior,inferior
ingatkan,ingatkan
ingatlah,ingatlah
ingetnya,ingatnya
inginkan,inginkan
inginnya,inginnya
insecure,insecure
insekyur,insecure
insicure,insecure
insomnia,insomnia
interact,interact
interest,interest
internal,internal
internet,internet
introven,introvert
introver,introvert
involved,involved
isolated,isolated
issue-in,diisukan
istimewa,istimewa
istrinya,istrinya
jahatnya,jahatnya
jalannya,jalannya
jalurnya,jalurnya
jaringan,jaringan
jatohnya,jatuhnya
jatuhkan,jatuhkan
jatuhnya,jatuhnya
jawabnya,jawabnya
jedot2in,jedot-jedotkan
jelaskan,jelaskan
jeleknya,jeleknya
jenisnya,jenisnya
joke-nya,gurauannya
judulnya,judulnya
jugacape,juga capek
jungkook,jungkook
k-kenapa,kenapa
kabarnya,kabarnya
kabulkan,kabulkan
kacamata,kacamata
kadarnya,kadarnya
kakaknya,kakaknya
kalangan,kalangan
kalaupun,kalaupun
kalkulus,kalkulus
kambuhan,kambuhan
kampanye,kampanye
kangenin,kangenkan
kangkung,kangkung
kantoran,kantoran
kapanpun,kapan pun
karakter,karakter
karirnya,kariernya
karnakan,karenakan
karuniai,karuniai
karyawan,karyawan
kasihnya,kasihnya
kasirnya,kasirnya
kasmaran,kasmaran
kasusnya,kasusnya
kata2nya,kata-katanya
kategori,kategori
katingku,katingku
kawannya,kawannya
kayaknya,sepertinya
kbencian,kebencian
kbnyakan,kebanyakan
kbutuhan,kebutuhan
ke-block,ke-block
keadilan,keadilan
keahlian,keahlian
keanehan,keanehan
kebagian,kebagian
kebaikan,kebaikan
kebangun,kebangun
kebayang,kebayang
kebentuk,kebentuk
kebentur,kebentur
keberapa,keberapa
kebiasan,kebiasaan
kecampur,kecampur
kecapean,kecapekan
kecewain,kecewakan
kecil2an,kecil-kecilan
kecilnya,kecilnya
kedenger,kedengaran
kedokter,ke dokter
keduanya,keduanya
keduluan,keduluan
keganggu,keganggu
kegiatan,kegiatan
kegilaan,kegilaan
kehalang,kehalang
kejadian,kejadian
kejar2an,kejar-kejaran
kejiwaan,kejiwaan
kekinian,kekinian
kekuatan,kekuatan
kekumpul,kekumpul
kelainan,kelainan
kelakuan,kelakuan
kelamaan,kelamaan
kelarnya,kelarnya
keliatan,kelihatan
keliling,keliling
kelompok,kelompok
keluaran,keluaran
keluarga,keluarga
keluarin,keluarkan
kelupaan,kelupaan
kemajuan,kemajuan
kematian,kematian
kemudian,kemudian
kenaikan,kenaikan
kenangan,kenangan
kenapasi,kenapa sih
kenapaya,kenapa ya
kendali-,kendali
kepadaku,kepadaku
kepadamu,kepadamu
kepagian,kepagian
kepalaku,kepalaku
kepedean,kepedean
kepegang,kepegang
kepencet,kepencet
kepengen,kepengin
kepentok,kepentok
kepingin,kepingin
kepleset,kepleset
kepuasan,kepuasan
keraguan,keraguan
keramain,keramaian
keramian,keramaian
kerasnya,kerasnya
keringat,keringat
keringet,keringat
kerjakan,kerjakan
kerjanya,kerjanya
kesahnya,kesahnya
kesamaan,kesamaan
kesannya,kesannya
kesekian,kesekian
kesepian,kesepian
keserang,keserang
kesetrum,kesetrum
kesukaan,kesukaan
ketabrak,ketabrak
ketahuan,ketahuan
ketambah,ketambah
ketampar,ketampar
ketawain,ketawakan
ketempat,ke tempat
ketemuan,ketemuan
keterima,keterima
ketolong,ketolong
ketumpuk,ketumpuk
keuangan,keuangan
kfikiran,kepikiran
khalayak,khalayak
khawatir,khawatir
khianati,khianati
khidupan,kehidupan
khotimah,khotimah
knyataan,kenyataan
komennya,komentarnya
komentar,komentar
komi-san,komi-san
komitmen,komitmen
kompeten,kompeten
kompleks,kompleks
kompromi,kompromi
komputer,komputer
kondusif,kondusif
konselor,konselor
konsumsi,konsumsi
kontakan,kontakan
kopek2in,kopek-kopekkan
koperasi,koperasi
korea-an,koreaan
korporat,korporat
koruptor,koruptor
kosongan,kosongan
kotaknya,kotaknya
kpikiran,kepikiran
kributan,keributan
kriminal,kriminal
kriteria,kriteria
ktiduran,ketiduran
kualitas,kualitas
kubilang,kubilang
kucilkan,kucilkan
kucingku,kucingku
kuhadapi,kuhadapi
kujadiin,kujadikan
kumat2an,kumat-kumatan
kumpulin,kumpulkan
kuncinya,kuncinya
kunjungi,kunjungi
kuotanya,kuotanya
kurangin,kurangi
kurasain,kurasakan
kusadari,kusadari
lagaknya,lagaknya
lagipula,lagi pula
lagu2nya,lagu-lagunya
lalunya-,lalunya-
lampunya,lampunya
langgeng,langgeng
langsing,langsing
langsung,langsung
language,language
lanjutan,lanjutan
lanjutin,lanjutkan
lantaran,lantaran
lapangan,lapangan
latarnya,latarnya
lavender,lavender
layaknya,layaknya
learning,learning
lelahnya,lelahnya
lemahnya,lemahnya
lemburan,lemburan
lewatkan,lewatkan
life-nya,life-nya
lindungi,lindungi
linglung,linglung
linkedin,linkedin
liriknya,liriknya
literasi,literasi
live-nya,live-nya
lovestay,lovestay
lowongan,lowongan
macemnya,macamnya
makannya,makannya
maklumin,maklumi
maksimal,maksimal
malaikat,malaikat
malamnya,malamnya
malaysia,malaysia
malemnya,malamnya
males2an,malas-malasan
malesnya,malasnya
mandinya,mandinya
manganya,manganya
manggung,manggung
mangkrak,mangkrak
manisnya,manisnya
mantanku,mantanku
marahnya,marahnya
marathon,marathon
markotop,markotop
marriage,marriage
martabak,martabak
masalalu,masa lalu
maskeran,maskeran
masukkan,masukkan
masuknya,masuknya
matahari,matahari
matirasa,mati rasa
mbanking,mbanking
medikasi,medikasi
medisnya,medisnya
meditasi,meditasi
melabeli,melabeli
melarang,melarang
melayang,melayang
melayani,melayani
melebihi,melebihi
melempem,melempem
melewati,melewati
meliputi,meliputi
memahami,memahami
memasang,memasang
memasuki,memasuki
membahas,membahas
membakar,membakar
membalas,membalas
membantu,membantu
membayar,membayar
membekas,membekas
membenci,membenci
membotak,membotak
membuang,membuang
membully,mem-bully
membunuh,membunuh
memburuk,memburuk
memegang,memegang
memendam,memendam
memenuhi,memenuhi
memiliki,memiliki
memories,memories
memuncak,memuncak
menambah,menambah
menangis,menangis
mencapai,mencapai
mencegah,mencegah
mencekam,mencekam
mencerna,mencerna
mendadak,mendadak
mendalam,mendalam
mendapat,mendapat
mendarah,mendarah
mendekat,mendekat
mendesak,mendesak
mendidik,mendidik
menemani,menemani
menengah,menengah
menerima,menerima
mengabdi,mengabdi
mengajak,mengajak
mengakui,mengakui
mengalah,mengalah
mengalir,mengalir
mengamuk,mengamuk
mengarah,mengarah
mengasah,mengasah
mengatur,mengatur
mengecil,mengecil
mengejar,mengejar
mengeluh,mengeluh
mengenai,mengenai
mengenal,mengenal
mengerti,mengerti
mengerty,mengerti
mengetik,mengetik
menghela,menghela
menghina,menghina
mengidap,mengidap
mengigau,mengigau
mengigil,menggigil
mengikat,mengikat
mengirim,mengirim
mengolah,mengolah
mengolok,mengolok
mengspil,meng-spill
mengubah,mengubah
mengucap,mengucap
mengukur,mengukur
menguras,menguras
mengurus,mengurus
mengusir,mengusir
mengutuk,mengutuk
menikahi,menikahi
menjalin,menjalin
menjamin,menjamin
menjauhi,menjauhi
menjawab,menjawab
menjerit,menjerit
menjiwai,menjiwai
menolong,menolong
menonton,menonton
mentalku,mentalku
mentally,mentally
mentalmu,mentalmu
mentemen,teman-teman
menumpuk,menumpuk
menunggu,menunggu
menuntut,menuntut
menuruti,menuruti
menutupi,menutupi
menyebut,menyebut
menyerah,menyerah
menyerap,menyerap
menyesal,menyesal
menyetir,menyetir
menyiksa,menyiksa
menyimak,menyimak
menyukai,menyukai
menyuruh,menyuruh
menyusul,menyusul
merantau,merantau
meratapi,meratapi
merembet,merembet
merengek,merengek
merenung,merenung
merespon,merespons
mergokin,memergoki
merintih,merintih
mertuaku,mertuaku
merungut,merungut
meskipun,meskipun
mewarnai,mewarnai
midnight,midnight
mikirint,memikirkan
mikirnya,memikirkannya
mimpinya,mimpinya
minderan,minderan
mingguan,mingguan
minjemin,meminjamkan
minta2di,minta-minta di
minusnya,minusnya
misalkan,misalkan
misalnya,misalnya
mlakukan,melakukan
mmbuatku,membuatku
mnderita,menderita
mngatasi,mengatasi
mngrikan,mengerikan
mninggal,meninggal
mninggoy,meninggal
mnjalani,menjalani
mnurutku,menurutku
mnyndiri,menyendiri
modeling,modeling
momentum,momentum
momongan,momongan
monangis,mau menangis
mood-nya,mood-nya
motivasi,motivasi
motornya,motornya
movement,movement
msngakui,mengakui
mudah2an,mudah-mudahan
mudahkan,mudahkan
mulailah,mulailah
mulainya,mulainya
mulutnya,mulutnya
munculin,memunculkan
muntahin,memuntahkan
musiknya,musiknya
musliims,muslim
mustahil,mustahil
mutualan,mutualan
mutualku,mutualku
nabrakin,menabrakkan
nafasnya,napasnya
nafkahin,menafkahi
nagamine,nagamine
nambahin,menambahkan
nampilin,menampilkan
nanganin,menangani
nanggung,menanggung
nangisin,menangisi
nantinya,nantinya
napasnya,napasnya
napkahin,menafkahi
narkoboy,narkoba
narsisis,narsisis
nasehati,menasihati
nasibnya,nasibnya
nauseous,nauseous
nctdream,nctdream
negative,negative
nelangsa,nelangsa
nenangin,menenangkan
nendodol,nendoroid
neneknya,neneknya
ngabarin,mengabari
ngabisin,menghabiskan
ngabulin,mengabulkan
ngadepin,menghadapi
ngagetin,mengagetkan
ngajakin,mengajak
ngajarin,mengajari
ngalahin,mengalahkan
ngalamin,mengalami
ngalihin,mengalihkan
ngambang,mengambang
nganggap,menganggap
nganggep,menganggap
nganggur,menganggur
ngangkat,mengangkat
ngapa2in,ngapa-ngapain
ngatasin,mengatasi
ngawasin,mengawasi
nge-chat,nge-chat
nge-lock,nge-lock
nge-mute,nge-mute
nge-post,nge-post
nge-twit,nge-twit
ngebacot,ngebacot
ngebadut,ngebadut
ngebahas,membahas
ngebantu,membantu
ngebatin,membatin
ngebikin,membuat
ngeblank,ngeblank
ngebuang,membuang
ngebucin,ngebucin
ngebully,mem-bully
ngecekin,mengecek
ngecilin,mengecilkan
ngedoain,mendoakan
ngedraft,ngedraft
ngedumel,mengomel
ngehafal,menghafal
ngehayal,mengkhayal
ngehibur,menghibur
ngehirup,menghirup
ngejalin,menjalin
ngejawab,menjawab
ngejedok,ngejedok
ngejudge,nge-judge
ngelamar,melamar
ngelamun,melamun
ngelatih,melatih
ngelawak,melawak
ngelawan,melawan
ngelayad,melayat
